function,count,library
"numpy.ndarray[slituple[str, str, str, str, str, str, str, str, str]e[NoneType, NoneType, NoneType]] = tuple[str, str, str, str, str, str, str, str, str]",1,pandas
numpy.float64 / dask.array.core.Array,1,dask.array
"numpy.power(numpy.ndarray, float)",1,dask.array
"numpy.where(numpy.ndarray, numpy.float64, numpy.ndarray)",1,dask.array
"numpy.where(pandas.core.series.Series, pandas.core.arrays.interval.IntervalArray, float)",1,pandas
"numpy.subtract(numpy.float64, numpy.ndarray)",1,dask.array
"numpy.where(numpy.ndarray, pandas.core.arrays.interval.IntervalArray, float)",1,pandas
"numpy.putmask(pandas.core.arrays.interval.IntervalArray, str, int)",1,pandas
"numpy.putmask(pandas.core.arrays.interval.IntervalArray, numpy.ndarray, int)",1,pandas
pandas.core.indexes.interval.IntervalIndex == numpy.ndarray,1,pandas
"numpy.asarray(a=tuple[float, float, float, float, float, float, float, float, float], dtype=Type[builtins.object])",1,pandas
"numpy.array(tuple[float, float, float, float, float, float, float, float, float, float], copy=builtins.bool)",1,pandas
"numpy.ndarray.astype(numpy.ndarray, pandas.core.dtypes.dtypes.DatetimeTZDtype, copy=builtins.bool)",1,pandas
"numpy.ndarray.astype(numpy.ndarray, pandas.core.dtypes.dtypes.PeriodDtype, copy=builtins.bool)",1,pandas
numpy.version.__warningregistry__,1,skimage
"numpy.array(list[Union[datetime.date, pandas._libs.tslibs.nattype.NaTType]])",1,pandas
"numpy.hstack(tup=tuple[list[int], list[int]])",1,pandas
"numpy.where(dask.array.core.Array, int, dask.array.core.Array)",1,dask.array
numpy._globals.__warningregistry__,1,skimage
numpy.ndarray == list[datetime.date],1,pandas
numpy.ndarray == list[datetime.time],1,pandas
"numpy.allclose(a=tuple[numpy.ndarray, numpy.ndarray], b=tuple[numpy.ndarray, numpy.ndarray], equal_nan=builtins.bool)",1,dask.array
"numpy.ndim(a=list[Union[datetime.datetime, str]])",1,pandas
"numpy.asarray(a=list[Union[float, pandas._libs.tslibs.nattype.NaTType, pandas._libs.tslibs.timestamps.Timestamp]])",1,pandas
numpy.arcsinh(pandas.core.indexes.category.CategoricalIndex),1,pandas
"numpy.ndarray[slilist[Union[int, pandas._libs.tslibs.period.Period]]e[NoneType, NoneType, NoneType]] = list[Union[int, pandas._libs.tslibs.period.Period]]",1,pandas
numpy.dual.__warningregistry__,1,skimage
numpy.signbit(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.isnan(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.isinf(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.isfinite(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.signbit(pandas.core.indexes.range.RangeIndex),1,pandas
numpy.isinf(pandas.core.indexes.range.RangeIndex),1,pandas
numpy.testing._private.nosetester.__warningregistry__,1,skimage
numpy.ufunc in tuple[numpy.ufunc],1,pandas
numpy.isnan(pandas.core.indexes.timedeltas.TimedeltaIndex),1,pandas
numpy.isfinite(pandas.core.indexes.timedeltas.TimedeltaIndex),1,pandas
numpy.isnan(pandas.core.indexes.period.PeriodIndex),1,pandas
numpy.isfinite(pandas.core.indexes.period.PeriodIndex),1,pandas
numpy.signbit(pandas.core.indexes.datetimes.DatetimeIndex),1,pandas
numpy.isinf(pandas.core.indexes.datetimes.DatetimeIndex),1,pandas
numpy.testing._private.utils.__warningregistry__,1,skimage
"numpy.ufunc in tuple[numpy.ufunc, numpy.ufunc, numpy.ufunc]",1,pandas
numpy.signbit(pandas.core.indexes.base.Index),1,pandas
numpy.isinf(pandas.core.indexes.base.Index),1,pandas
numpy.__warningregistry__,1,skimage
numpy.ma.extras.__warningregistry__,1,skimage
numpy.ctypeslib.__warningregistry__,1,skimage
numpy.random._pickle.__warningregistry__,1,skimage
numpy.rad2deg(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.deg2rad(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.arctanh(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.arccosh(pandas.core.indexes.category.CategoricalIndex),1,pandas
"numpy.ndarray[slilist[Union[builtins.bool, pandas._libs.tslibs.timestamps.Timestamp]]e[NoneType, NoneType, NoneType]] = list[Union[builtins.bool, pandas._libs.tslibs.timestamps.Timestamp]]",1,pandas
"numpy.ndarray[slilist[Union[builtins.bool, pandas._libs.tslibs.timedeltas.Timedelta]]e[NoneType, NoneType, NoneType]] = list[Union[builtins.bool, pandas._libs.tslibs.timedeltas.Timedelta]]",1,pandas
"numpy.float64[tuple[builtins.ellipsis, NoneType, NoneType, NoneType, NoneType, NoneType, NoneType, NoneType]]",1,dask.array
Type[numpy.uint8] == Type[builtins.bool],1,skimage
numpy.isnan(tuple),1,dask.array
numpy.ndarray[numpy.ndarray] = pandas.core.indexes.base.Index,1,pandas
"numpy.empty(tuple[int], dtype=Type[builtins.object])",1,pandas
"numpy.array(list[Union[builtins.bool, float]], copy=builtins.bool)",1,pandas
"numpy.array(builtins.map, copy=builtins.bool)",1,pandas
numpy.uint8 == numpy.uint8,1,skimage
numpy.datetime64 in pandas.core.indexes.category.CategoricalIndex,1,pandas
Type[numpy.float32] == Type[builtins.bool],1,skimage
numpy.timedelta64 in pandas.core.arrays.categorical.Categorical,1,pandas
numpy.int64 / float,1,dask.array
"numpy.putmask(pandas.core.arrays.categorical.Categorical, numpy.ndarray, int)",1,pandas
numpy.convolve,1,skimage
"numpy.where(pandas.core.series.Series, pandas.core.arrays.categorical.Categorical, float)",1,pandas
"numpy.cumsum(a=tuple[int, int, int, int, int, int, int, int, int, int, int])",1,dask.array
"numpy.where(numpy.ndarray, pandas.core.arrays.categorical.Categorical, float)",1,pandas
"numpy.where(tuple[builtins.bool, builtins.bool, builtins.bool, builtins.bool, builtins.bool, builtins.bool], pandas.core.arrays.categorical.Categorical, float)",1,pandas
"numpy.where(list[builtins.bool], pandas.core.arrays.categorical.Categorical, float)",1,pandas
"numpy.repeat(a=pandas.core.indexes.category.CategoricalIndex, axis=int, repeats=int)",1,pandas
"numpy.issubdtype(arg1=numpy.dtype, arg2=Type[numpy.int64])",1,pandas
"numpy.issubdtype(arg1=numpy.dtype, arg2=Type[numpy.int32])",1,pandas
"numpy.issubdtype(arg1=numpy.dtype, arg2=Type[numpy.int16])",1,pandas
"numpy.issubdtype(arg1=numpy.dtype, arg2=Type[numpy.int8])",1,pandas
"numpy.concatenate(list[Union[numpy.ndarray, pandas.core.arrays.categorical.Categorical]])",1,pandas
numpy.ufunc.__doc__,1,dask.array
"numpy.asarray(a=pandas.core.indexes.base.Index, dtype=numpy.dtype)",1,pandas
"numpy.ndarray[slilist[Union[str, tuple[str, int]]]e[NoneType, NoneType, NoneType]] = list[Union[str, tuple[str, int]]]",1,pandas
"numpy.ndarray[slilist[Union[builtins.bool, str]]e[NoneType, NoneType, NoneType]] = list[Union[builtins.bool, str]]",1,pandas
"numpy.ndarray[tuple[slice[NoneType, int, NoneType], slice[int, NoneType, NoneType], slice[NoneType, int, NoneType], NoneType]]",1,dask.array
"numpy.array(list[list[float]], dtype=numpy.dtype)",1,pandas
"numpy.array(numpy.ma.core.MaskedArray, copy=builtins.bool)",1,pandas
"numpy.nanmin(a=numpy.ndarray, axis=tuple[int, int])",1,dask.array
"numpy.nanmin(a=numpy.ndarray, axis=builtins.bool, keepdims=tuple)",1,dask.array
"numpy.histogram(a=numpy.ndarray, bins=NoneType, range=int)",1,skimage
"numpy.ndarray(dtype=tuple, shape=Type[builtins.int])",1,dask.array
Type[numpy.uint8] in dict,1,skimage
"numpy.arange(int, int, int, Type[numpy.int32])",1,dask.array
"numpy.nanmax(numpy.ndarray, axis=tuple[int, int], computing_meta=builtins.bool, keepdims=builtins.bool)",1,dask.array
"numpy.array(list[list[int]], Type[numpy.int32])",1,dask.array
numpy.dtype != Type[numpy.int32],1,dask.array
numpy.rollaxis,1,skimage
"Type[numpy.uint8] in list[Type[Union[numpy.bool_, numpy.float16, numpy.float32, numpy.float64, numpy.int16, numpy.int32, numpy.int64, numpy.int8, numpy.longlong, numpy.uint16, numpy.uint32, numpy.uint64, numpy.uint8, numpy.ulonglong]]]",1,skimage
"numpy.nanmax(a=numpy.ndarray, axis=builtins.bool, keepdims=tuple)",1,dask.array
Type[numpy.uint8] == str,1,skimage
"numpy.asarray(a=numpy.ndarray, dtype=Type[numpy.uint8])",1,skimage
"numpy.ndarray(dtype=tuple, shape=Type[builtins.float])",1,dask.array
numpy.float,1,dask.array
numpy.isscalar(element=Type[numpy.ndarray]),1,dask.array
numpy.linalg.norm(x=dask.array.core.Array),1,dask.array
numpy.vstack(tup=dask.array.core.Array),1,dask.array
numpy.dstack(tup=dask.array.core.Array),1,dask.array
"numpy.ndarray.__array_function__(numpy.ndarray, builtins.function, tuple, tuple[numpy.ndarray, numpy.int64], dict)",1,dask.array
"numpy.prod(a=numpy.ndarray, axis=builtins.bool, keepdims=int)",1,dask.array
"numpy.ndarray.__array_function__(numpy.ndarray, builtins.function, tuple, tuple[numpy.ndarray], dict)",1,dask.array
"numpy.ndarray.__array_function__(numpy.ndarray, builtins.function, tuple, tuple[numpy.ndarray, numpy.ndarray], dict)",1,dask.array
"numpy.asarray(a=numpy.dtype, dtype=numpy.ndarray)",1,dask.array
Type[numpy.lidict.mixins.NDArrayOperatorsMixin] in dict,1,dask.array
numpy.lib.mixins.NDArrayOperatorsMixin,1,dask.array
numpy.lib,1,dask.array
"numpy.polyfit(deg=int, x=numpy.ndarray, y=numpy.ndarray)",1,skimage
"numpy.interp(fp=numpy.ndarray, x=numpy.flatiter, xp=numpy.ndarray)",1,skimage
"numpy.ndarray.__array_function__(numpy.ndarray, builtins.function, tuple[Type[numpy.ndarray]], tuple[numpy.ndarray, numpy.ndarray], dict)",1,dask.array
numpy.any(a=numpy.bool_),1,skimage
"numpy.arange(int, dtype=Type[builtins.float])",1,dask.array
"numpy.array(list[int], dtype=Type[numpy.float16])",1,skimage
"numpy.linspace(dtype=int, endpoint=builtins.bool, num=Type[builtins.int], start=float, stop=float)",1,dask.array
"numpy.linspace(dtype=builtins.bool, endpoint=Type[builtins.float], start=int, stop=int)",1,dask.array
"numpy.linspace(endpoint=int, num=builtins.bool, start=float, stop=float)",1,dask.array
"numpy.linspace(endpoint=builtins.bool, start=int, stop=int)",1,dask.array
"numpy.allclose(a=float, b=numpy.float64)",1,dask.array
"numpy.linspace(endpoint=builtins.bool, retstep=builtins.bool, start=int, stop=int)",1,dask.array
"numpy.full(dtype=numpy.dtype, fill_value=int, shape=numpy.ndarray)",1,dask.array
"numpy.zeros(numpy.ndarray, dtype=numpy.dtype)",1,dask.array
"numpy.ones(dtype=numpy.dtype, shape=numpy.ndarray)",1,dask.array
"numpy.empty(numpy.ndarray, dtype=numpy.dtype)",1,dask.array
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int, numpy.ndarray)",1,dask.array
"numpy.zeros(list[int], dtype=numpy.dtype)",1,dask.array
"numpy.empty(list[int], dtype=numpy.dtype)",1,dask.array
"numpy.full_like(a=numpy.ndarray, fill_value=int)",1,dask.array
"numpy.ones(dtype=Type[numpy.bool_], shape=tuple[int, int])",1,skimage
"numpy.zeros(tuple[int, int], dtype=numpy.dtype)",1,dask.array
"numpy.full(dtype=numpy.dtype, fill_value=int, shape=list[int])",1,dask.array
"numpy.ones(dtype=numpy.dtype, shape=list[int])",1,dask.array
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int, list[int])",1,dask.array
"numpy.full(dtype=numpy.dtype, fill_value=int, shape=tuple[int, int])",1,dask.array
"numpy.histogram(a=numpy.ndarray, bins=tuple[int, int], range=int)",1,skimage
"numpy.int32[tuple[builtins.ellipsis, NoneType, NoneType]]",1,dask.array
"numpy.nanmin(numpy.ndarray, axis=tuple[int, int], computing_meta=builtins.bool, keepdims=builtins.bool)",1,dask.array
numpy.ndarray.cumsum(numpy.ndarray),1,skimage
numpy.array(list[list[list[list[int]]]]),1,dask.array
numpy.concatenate(list[dask.array.core.Array]),1,dask.array
"numpy.asarray(a=numpy.ndarray, dtype=numpy.dtype)",1,dask.array
"numpy.ndarray[tuple[NoneType, NoneType, NoneType, slice[NoneType, NoneType, NoneType]]]",1,dask.array
"numpy.reshape(a=numpy.ndarray, newshape=list[int])",1,skimage
"numpy.amin(a=numpy.ndarray, axis=builtins.bool, keepdims=NoneType)",1,dask.array
"numpy.median(a=tuple[int, int, int, int, int, int, int, int, int, int])",1,dask.array
float * numpy.int64,1,dask.array
numpy.int64 -= numpy.int64,1,dask.array
numpy.int64 % int,1,dask.array
"numpy.argmin(numpy.ndarray, axis=builtins.bool, keepdims=int)",1,dask.array
int -= numpy.int64,1,dask.array
int >= numpy.int64,1,dask.array
numpy.int64[tuple[NoneType]],1,dask.array
"numpy.isnan(tuple[numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64])",1,dask.array
"numpy.isnan(tuple[float, float, float, float, float])",1,dask.array
"numpy.asarray(a=tuple[int, int], dtype=Type[builtins.int])",1,dask.array
"numpy.unravel_index(numpy.int64, tuple[int])",1,dask.array
numpy.int64 -= numpy.int64,1,skimage
numpy.ndarray / numpy.int64,1,dask.array
numpy.ndarray * numpy.float64,1,dask.array
"numpy.cumsum(a=tuple[int, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64])",1,dask.array
"numpy.ravel_multi_index(tuple[numpy.int64], tuple[int])",1,dask.array
numpy.float64 + float,1,dask.array
numpy.int64 / numpy.int64,1,dask.array
"numpy.amax(a=numpy.ndarray, axis=builtins.bool, keepdims=NoneType)",1,dask.array
"numpy.asarray(a=tuple[int], dtype=Type[builtins.int])",1,dask.array
numpy.ndarray >= numpy.int64,1,skimage
"numpy.argmax(numpy.ndarray, axis=builtins.bool, keepdims=int)",1,dask.array
numpy.int64 + int,1,dask.array
numpy.float64 *= numpy.int64,1,dask.array
"numpy.median(a=tuple[numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64])",1,dask.array
"numpy.nanstd(a=numpy.ndarray, axis=tuple[int, int])",1,dask.array
"numpy.nanstd(a=numpy.ndarray, keepdims=builtins.bool)",1,dask.array
numpy.lib.mixins,1,dask.array
"numpy.full_like(a=numpy.ndarray, dtype=numpy.dtype, fill_value=numpy.int64, shape=tuple[int, int])",1,dask.array
numpy.linalg.eigvals(a=numpy.ndarray),1,dask.array
numpy.linalg.det(a=dask.array.core.Array),1,dask.array
numpy.min_scalar_type(numpy.ndarray),1,dask.array
"numpy.fft.fft2(a=numpy.ndarray, axes=tuple[int, int], s=NoneType)",1,dask.array
"numpy.testing._private.utils.assert_array_almost_equal(x=numpy.ndarray, y=list[float])",1,skimage
Type[numpy.uint16] in dict,1,skimage
"numpy.complex128[tuple[builtins.ellipsis, NoneType, NoneType]]",1,dask.array
"numpy.fft.fft(numpy.ndarray, axes=tuple[int])",1,dask.array
"numpy.prod(a=numpy.ndarray, axis=tuple[int, int])",1,dask.array
numpy.round,1,dask.array
"numpy.full_like(a=numpy.ndarray, dtype=numpy.dtype, fill_value=numpy.float64, shape=tuple[int, int])",1,dask.array
"numpy.var(a=numpy.ndarray, axis=tuple[int, int])",1,dask.array
"numpy.asarray(a=numpy.ndarray, dtype=Type[numpy.uint16])",1,skimage
numpy.amin(a=dask.array.core.Array),1,dask.array
"numpy.promote_types(numpy.dtype, Type[builtins.float])",1,dask.array
numpy.vstack(tup=numpy.ndarray),1,dask.array
"numpy.amax(a=numpy.ndarray, axis=tuple[int, int])",1,dask.array
numpy.obj2sctype(rep=Type[numpy.floating]),1,skimage
numpy.block(arrays=list[dask.array.core.Array]),1,dask.array
"numpy.all(a=numpy.ndarray, axis=tuple[int, int])",1,dask.array
numpy.stack(arrays=list[numpy.ndarray]),1,dask.array
numpy.mean(a=dask.array.core.Array),1,dask.array
"numpy.matmul(dask.array.core.Array, dask.array.core.Array)",1,dask.array
numpy.hstack(tup=dask.array.core.Array),1,dask.array
"numpy.mean(a=numpy.ndarray, axis=tuple[int, int])",1,dask.array
numpy.dstack(tup=numpy.ndarray),1,dask.array
"numpy.dot(dask.array.core.Array, dask.array.core.Array)",1,dask.array
"numpy.arange(int, int, int, Type[builtins.float])",1,dask.array
"numpy.arange(int, int, int, Type[builtins.int])",1,dask.array
"numpy.arange(float, float, float, numpy.dtype)",1,dask.array
numpy.random.mtrand.RandomState.randint,1,skimage
"numpy.tile(A=list[list[int]], reps=tuple[int, int])",1,dask.array
Type[numpy.float64] == str,1,skimage
numpy.asarray(a=list[list[int]]),1,dask.array
"numpy.tile(A=list[list[int]], reps=int)",1,dask.array
numpy.transpose(a=list[numpy.ndarray]),1,skimage
"numpy.ndarray.repeat(numpy.ndarray, int)",1,dask.array
numpy.repeat,1,dask.array
int != numpy.float64,1,dask.array
"numpy.ndarray.round(numpy.ndarray, int)",1,dask.array
"numpy.ndarray.repeat(numpy.ndarray, int, axis=int)",1,dask.array
numpy.log10(numpy.ndarray),1,skimage
numpy.ndarray.repeat,1,dask.array
"numpy.issubdtype(arg1=Type[numpy.uint16], arg2=Type[numpy.float64])",1,skimage
"numpy.full_like(a=numpy.ndarray, dtype=Type[numpy.float64], fill_value=numpy.int64, shape=tuple[int, int])",1,dask.array
numpy.rint,1,skimage
"numpy.diagonal(a=dask.array.core.Array, axis1=int)",1,dask.array
numpy.diagonal(a=dask.array.core.Array),1,dask.array
"numpy.random.mtrand.RandomState.uniform(numpy.random.mtrand.RandomState, float, float)",1,skimage
"numpy.random.mtrand.RandomState.choice(numpy.random.mtrand.RandomState, list[builtins.function])",1,skimage
"numpy.full_like(a=numpy.ndarray, dtype=Type[numpy.float64], fill_value=numpy.float64, shape=tuple[int, int])",1,dask.array
"numpy.eye(N=int, k=int)",1,dask.array
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, float, int)",1,skimage
"tuple[builtins.function, builtins.function, builtins.function, builtins.builtin_function_or_method]uiltins.tuple[builtins.function, builtins.function, builtins.function, builtins.builtin_function_or_method]uiltin_function_or_method in tuple[builtins.function, builtins.function, builtins.function, builtins.builtin_function_or_method]",1,dask.array
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int, size=int)",1,skimage
numpy.zeros_like,1,dask.array
"numpy.zeros_like(a=numpy.ndarray, shape=tuple[int, int])",1,dask.array
"numpy.tril(k=int, m=numpy.ndarray)",1,dask.array
"numpy.tile(A=list[list[int]], reps=tuple[int, int, int, int])",1,dask.array
"numpy.tile(A=numpy.ndarray, reps=tuple[int, int, int, int])",1,dask.array
"numpy.nanvar(a=numpy.ndarray, axis=tuple)",1,dask.array
"numpy.empty(tuple[int, int, int])",1,dask.array
Type[numpy.float64] in dict,1,skimage
"numpy.ndarray[sliinte[NoneType, int, NoneType]] = int",1,dask.array
"numpy.all(numpy.ndarray, axis=tuple, computing_meta=builtins.bool, keepdims=builtins.bool)",1,dask.array
"numpy.ndarray[sliinte[int, NoneType, NoneType]] = int",1,dask.array
"numpy.pad(array=numpy.ndarray, kwargs=dict, mode=builtins.function, pad_width=tuple[tuple[int, int], tuple[int, int]])",1,dask.array
"numpy.amin(numpy.ndarray, axis=tuple[int], computing_meta=builtins.bool, keepdims=builtins.bool)",1,dask.array
"numpy.empty(tuple[int], dtype=Type[builtins.object])",1,dask.array
numpy.ndarray[tuple[int]] = dask.array.core.Array,1,dask.array
"numpy.amax(numpy.ndarray, axis=tuple[int], computing_meta=builtins.bool, keepdims=builtins.bool)",1,dask.array
"numpy.power(int, numpy.ndarray)",1,skimage
"numpy.pad(array=numpy.ndarray, mode=str, pad_width=tuple[tuple[int, int], tuple[int, int]])",1,dask.array
"numpy.rint(numpy.ndarray, out=numpy.ndarray)",1,skimage
"numpy.asarray(a=tuple[float, int])",1,skimage
numpy.nanprod,1,dask.array
"numpy.pad(array=numpy.ndarray, kwargs=dict, mode=str, pad_width=int)",1,dask.array
"numpy.testing._private.utils.assert_equal(actual=tuple[numpy.ndarray, numpy.ndarray], desired=list[list[Union[float, int]]])",1,skimage
"numpy.linspace(dtype=numpy.dtype, num=int, start=numpy.float64, stop=int)",1,dask.array
"numpy.pad(array=numpy.ndarray, kwargs=dict, mode=str, pad_width=tuple[tuple[int, int], tuple[int, int]])",1,dask.array
"numpy.pad(array=numpy.ndarray, kwargs=dict, mode=str, pad_width=tuple[int, int])",1,dask.array
"numpy.empty(tuple[int, int], dtype=Type[builtins.object])",1,dask.array
"numpy.multiply(numpy.ndarray, int, dtype=Type[numpy.float64])",1,skimage
"numpy.issubdtype(arg1=Type[numpy.float64], arg2=Type[numpy.uint8])",1,skimage
"numpy.full(dtype=Type[numpy.uint8], fill_value=int, shape=tuple[int, int, int])",1,skimage
"numpy.tile(A=numpy.ndarray, reps=tuple[int, int, int])",1,dask.array
"numpy.zeros(tuple[int, int, int], dtype=Type[builtins.bool])",1,skimage
